Temperature,Humidity,Wind_Speed,general_diffuse_flows,diffuse_flows,Zone_1_Power_Consumption,qcut_feat_1,class
15.23,67.66,0.076,234.7,257.7,31740.75949,31744.758177621265,0
15.18,67.73,0.075,208.8,240.7,32196.4557,32200.727164063148,0
15.09,67.66,0.076,184.9,218.7,32263.29114,32267.95958718793,0
14.96,66.19,0.077,160.4,193.2,32688.60759,32693.73286122153,0
14.94,64.99,0.075,131.7,166.5,33241.51899,33247.35052513513,1
14.89,65.45,0.073,115.7,142.4,34669.36709,34676.21084351124,1
14.85,65.55,0.077,97.1,121.2,36200.50633,36208.53782752475,1
14.78,65.82,0.075,77.8,98.6,39062.27848,39072.14480454361,1
14.68,67.22,0.073,58.28,75.3,41486.58228,41499.68705556441,1
14.51,68.26,0.077,26.56,31.14,42312.91139,42344.7178318754,1
14.32,69.56,0.075,11.76,11.93,42495.18987,42578.68519271584,1
14.14,70.9,0.076,6.804,6.887,42750.37975,42895.9476315159,1
13.98,72.1,0.076,3.327,3.349,42871.89873,43172.87155770977,1
13.86,73.0,0.074,1.014,1.087,42993.41772,43924.218087985275,1
13.45,73.7,0.075,0.209,0.189,42823.29114,48068.079499788364,1
12.2,77.3,0.076,0.059,0.115,42677.46835,50877.990089130435,1
11.85,78.2,0.074,0.066,0.111,42434.43038,50782.80875837838,1
11.53,79.0,0.078,0.073,0.093,42671.39241,52465.693485268814,1
11.25,80.0,0.075,0.059,0.111,42720.0,50828.10810810811,1
11.12,80.5,0.074,0.073,0.115,42689.62025,50473.62025,1
10.92,81.2,0.076,0.051,0.085,42476.96203,52908.773794705885,1
10.93,81.3,0.079,0.059,0.074,42288.60759,54296.83731972973,1
10.69,81.5,0.077,0.055,0.093,41960.50633,51328.62460956989,1
10.39,81.5,0.078,0.088,0.089,42416.20253,51930.64073224719,1
10.17,83.1,0.074,0.084,0.067,42519.49367,55133.32949089553,1
10.03,82.9,0.075,0.081,0.1,42318.98734,50633.85734,1
9.61,83.9,0.076,0.066,0.108,42221.77215,49687.318446296296,1
9.71,84.2,0.075,0.062,0.096,42033.41772,50549.89688666667,1
9.62,83.4,0.074,0.055,0.082,41571.64557,51355.88947243903,1
9.49,83.5,0.073,0.037,0.111,40970.12658,48109.00045387387,1
9.33,83.7,0.076,0.066,0.067,40490.12658,52145.66389343284,1
9.23,83.9,0.074,0.059,0.1,39870.37975,47614.34975,1
9.14,84.0,0.073,0.055,0.085,39347.8481,48380.3186882353,1
9.11,83.8,0.073,0.081,0.078,38916.4557,48703.865956410256,1
9.07,83.8,0.073,0.073,0.089,37962.53165,46502.599065730334,1
9.0,83.9,0.072,0.051,0.108,37300.25316,44291.919826666664,1
9.05,84.0,0.072,0.062,0.093,36565.06329,44739.2568383871,1
8.98,83.6,0.073,0.062,0.059,35750.88608,48475.089469830506,1
8.81,83.9,0.075,0.051,0.104,34535.6962,41642.99427692308,1
8.72,84.0,0.076,0.062,0.115,33654.68354,40024.07484434782,1
8.51,84.3,0.075,0.062,0.104,32457.72152,39355.731135384616,1
8.52,85.0,0.075,0.073,0.078,31686.07595,40970.69133461538,1
8.6,84.4,0.074,0.048,0.104,30847.59494,37826.82570923077,1
8.49,84.5,0.077,0.04,0.159,30063.79747,34575.77860207547,1
8.33,84.7,0.076,0.059,0.059,29298.22785,41256.71937542373,1
8.5,84.7,0.073,0.077,0.059,28550.88608,40753.42845288136,1
8.52,83.7,0.077,0.062,0.104,27657.72152,34514.68305846154,1
8.63,83.5,0.073,0.044,0.111,27153.41772,33645.354656936935,1
8.69,82.8,0.076,0.044,0.126,26442.53165,32153.10307857143,1
8.77,82.3,0.075,0.055,0.082,26053.67089,34855.75625585366,0
8.36,82.0,0.078,0.055,0.108,25525.06329,31872.470697407407,0
8.17,82.7,0.075,0.062,0.111,24795.94937,30882.967388018016,0
8.13,82.4,0.074,0.037,0.1,23975.6962,30674.8162,0
8.14,82.3,0.074,0.073,0.093,23562.53165,30765.9940155914,0
8.15,82.2,0.076,0.077,0.074,23179.74684,32232.85494810811,0
8.33,82.2,0.075,0.062,0.082,23076.4557,31426.772773170727,0
8.36,81.4,0.076,0.073,0.093,22918.48101,30235.728321827955,0
8.23,80.7,0.076,0.059,0.089,22772.65823,30235.14137606742,0
8.13,81.2,0.075,0.059,0.119,22450.63291,27998.162321764707,0
8.04,81.2,0.075,0.066,0.115,22237.97468,27914.91381043478,0
7.87,81.8,0.074,0.073,0.119,22086.07595,27495.87426932773,0
7.91,81.8,0.078,0.07,0.111,21751.89873,27581.069901171173,0
7.9,81.8,0.077,0.077,0.1,21770.12658,28232.32658,0
7.88,81.6,0.077,0.077,0.13,21745.82278,26692.038164615384,0
7.89,81.2,0.074,0.066,0.07,21569.62025,30722.02025,0
7.94,81.2,0.074,0.062,0.13,21393.41772,26352.863873846156,0
7.84,80.5,0.073,0.059,0.134,21229.36709,25939.217836268657,0
7.59,80.4,0.076,0.07,0.115,21113.92405,26420.324050000003,0
7.44,81.1,0.076,0.062,0.126,21363.03797,26151.799874761906,0
7.59,81.0,0.082,0.044,0.111,21308.35443,26847.003078648646,0
7.46,81.3,0.091,0.084,0.122,21120.0,26091.29508196721,0
6.991,82.5,0.086,0.084,0.108,21053.16456,26393.511782222224,0
6.683,83.5,0.086,0.04,0.082,20378.73418,27183.98418,0
6.447,84.1,0.087,0.062,0.108,19479.49367,24499.79644777778,0
6.091,84.9,0.083,0.055,0.085,19746.83544,25830.66955764706,0
5.88,85.9,0.083,0.055,0.111,19661.77215,24212.150528378377,0
6.003,86.3,0.085,0.062,0.1,19746.83544,24927.42444,0
5.904,86.7,0.085,0.062,0.119,20087.08861,24388.574324285713,0
6.042,86.7,0.087,0.062,0.148,21533.16456,25072.63347891892,0
5.976,86.8,0.085,0.077,0.119,21818.73418,26177.698885882353,0
5.965,86.9,0.084,0.062,0.104,22049.62025,27033.836596153847,0
6.025,87.1,0.085,0.081,0.137,22869.87342,26700.366120729926,0
5.946,86.9,0.084,0.07,0.122,23696.20253,27931.509087377046,0
5.795,86.9,0.086,0.07,0.085,23878.48101,29803.016304117646,0
5.488,87.1,0.087,0.029,0.134,24309.87342,27877.07342,0
5.352,87.1,0.083,0.051,0.148,24346.32911,27496.053434324323,0
5.076,87.7,0.082,0.066,0.122,24716.96203,28365.857111967212,0
5.291,88.3,0.09,0.033,0.13,24716.96203,28310.77203,0
5.364,87.7,0.087,0.051,0.122,24972.1519,28828.076490163934,0
5.393,87.8,0.087,0.048,0.111,24911.39241,29177.206824414414,0
5.524,87.7,0.088,0.051,0.145,24443.5443,27784.611886206898,0
5.576,87.4,0.091,0.07,0.137,24030.37975,27587.623545620438,0
5.421,86.9,0.09,0.07,0.122,23763.03797,27624.389609344264,0
5.336,86.7,0.089,0.11,0.119,23605.06329,27492.720432857142,0
5.139,86.9,0.085,0.146,0.226,24066.83544,26042.849156814158,0
5.01,87.2,0.09,0.878,0.816,24637.97468,25173.357032941174,0
5.099,87.4,0.084,2.906,2.804,24990.37975,25149.314343437945,0
4.917,87.5,0.09,6.456,6.283,25482.53165,25551.00809437371,0
4.779,87.7,0.086,13.9,12.28,26041.51899,26075.649144723127,0
4.873,87.8,0.089,47.75,22.59,26472.91139,26491.851159809652,0
4.872,87.2,0.088,70.5,26.46,26849.62025,26865.676123015874,0
5.009,86.9,0.084,92.6,31.27,27706.32911,27720.249228324272,0
5.065,86.6,0.088,118.0,34.1,28441.51899,28454.38201052786,0
5.218,86.3,0.089,145.1,34.58,28891.13924,28904.161605529207,0
5.54,85.9,0.088,170.9,36.58,29122.02532,29135.034778720612,0
5.738,84.7,0.089,196.1,37.53,28599.49367,28612.443539437783,0
6.0,84.1,0.091,220.3,39.42,29122.02532,29134.825928828006,0
6.271,83.0,0.09,248.3,39.09,29134.17722,29147.492466866206,0
6.593,81.6,0.09,272.8,39.92,29899.74684,29913.223513346693,0
6.933,81.2,0.09,297.3,40.57,30507.34177,30521.218023389203,0
7.22,81.2,0.091,320.5,40.4,30932.65823,30947.169715148517,0
7.54,81.0,0.091,343.3,39.4,31266.83544,31282.336455228426,0
8.01,79.8,0.088,354.4,40.51,31485.56962,31501.348390673906,0
8.57,79.0,0.088,384.7,40.3,31777.21519,31794.01494186104,0
9.04,78.5,0.09,402.8,39.82,32111.39241,32129.213605379206,0
9.6,77.3,0.09,420.1,39.15,32615.6962,32634.650989272028,0
10.14,75.6,0.094,436.2,38.96,34444.55696,34464.233140698154,0
10.8,73.5,0.089,451.6,37.73,34438.48101,34459.519971038964,0
11.47,70.1,0.085,466.4,37.49,33873.41772,33894.864692526,0
12.0,67.75,0.086,477.0,37.37,33988.86076,34010.61617878512,0
12.6,66.24,0.088,485.7,36.72,34158.98734,34181.7167517647,0
13.19,65.44,0.086,492.7,36.75,34444.55696,34468.04413278912,0
13.66,65.01,0.087,499.7,37.17,34256.20253,34280.09374872478,0
13.92,63.81,0.086,503.9,37.24,34116.4557,34140.3073433942,0
14.41,63.77,0.084,505.9,36.35,33855.18987,33880.46980672627,0
14.86,61.6,0.087,508.4,36.78,33703.29114,33728.179013844485,0
15.34,60.2,0.085,506.6,37.02,33593.92405,33618.869160750946,0
16.13,58.43,0.085,503.5,38.74,33180.75949,33205.087726964375,0
16.38,55.89,0.084,501.0,42.75,32870.88608,32892.30077473684,0
17.05,55.46,0.087,486.7,45.15,32810.12658,32831.06994655592,0
17.65,53.72,0.084,485.9,38.87,32676.4557,32700.848753768973,0
17.55,50.78,0.082,468.6,43.49,32433.41772,32453.909534210165,0
17.43,50.65,0.076,458.1,45.03,32342.27848,32361.883843091273,0
17.4,53.26,0.077,448.2,46.62,32506.32911,32526.20735967825,0
17.42,53.72,0.077,430.7,47.2,32706.83544,32726.6617620339,0
17.49,56.59,0.077,418.2,45.45,32488.10127,32509.878147887786,0
17.33,57.36,0.075,409.7,44.91,32475.94937,32498.083611816965,0
17.23,59.17,0.075,391.1,50.26,32591.39241,32611.67691258655,0
17.4,59.07,0.077,373.1,66.11,32336.20253,32351.749618186353,0
17.38,59.6,0.077,354.9,96.9,32220.75949,32231.449355841072,0
17.24,60.4,0.073,335.5,141.6,32293.67089,32301.024675310735,0
17.07,61.2,0.073,314.5,199.9,31983.79747,31989.02350301651,0
17.09,61.8,0.074,291.0,254.4,31552.40506,31556.55664018868,0
17.3,61.47,0.075,266.4,281.1,31406.58228,31410.36538565635,0
17.26,61.17,0.075,229.8,260.8,31613.16456,31617.212850644173,0
17.36,61.04,0.077,211.4,249.6,31692.1519,31696.397310256412,0
17.6,60.67,0.081,189.1,227.1,31752.91139,31757.61324821224,0
17.57,59.83,0.077,160.3,195.4,31673.92405,31679.303850921187,0
17.57,60.33,0.076,134.8,165.7,32166.07595,32172.473041732046,0
17.24,61.83,0.074,112.0,138.9,33277.97468,33285.648900302374,1
16.89,63.5,0.075,88.0,109.5,35513.92405,35523.718707534244,1
16.35,66.23,0.073,71.1,89.7,38339.24051,38351.31253341137,1
15.84,67.87,0.074,52.73,67.32,41182.78481,41198.754221764706,1
15.44,69.54,0.073,27.54,32.7,42179.24051,42212.07529899083,1
14.98,71.1,0.077,11.43,11.56,42938.73418,43030.8689550865,1
14.57,72.3,0.079,7.03,7.05,43309.36709,43458.78709,1
14.13,73.2,0.081,3.532,3.546,43485.56962,43777.25489918782,1
13.22,75.6,0.083,1.142,1.22,43133.16456,43952.37111737705,1
12.87,76.7,0.073,0.179,0.282,43242.53165,46742.98909680851,1
12.43,77.4,0.073,0.106,0.089,43187.8481,53997.75821235955,1
12.21,77.6,0.069,0.051,0.104,43163.5443,52274.08276153846,1
12.06,78.1,0.075,0.044,0.093,43145.31646,53273.1229116129,1
12.26,79.8,0.087,0.113,0.085,43388.35443,54898.33090058823,1
13.39,79.2,0.086,0.106,0.078,42592.40506,56188.40506,1
13.83,71.8,0.088,0.051,0.093,42203.5443,52880.899138709676,1
13.83,67.63,0.09,0.07,0.067,42397.97468,56358.01796358208,1
13.8,66.7,0.086,0.095,0.082,42197.46835,53422.59030121952,1
13.72,66.66,0.088,0.077,0.108,42501.26582,50969.554708888885,1
13.55,67.73,0.089,0.066,0.093,42774.68354,52642.87171204301,1
13.44,68.2,0.083,0.04,0.104,42653.16456,51466.70302153846,1
13.32,68.83,0.087,0.044,0.093,42337.21519,52195.447448064515,1
13.1,69.16,0.084,0.07,0.056,41832.91139,58011.41139,1
12.82,69.5,0.086,0.044,0.122,41456.20253,48759.39925131148,1
12.49,70.5,0.081,0.113,0.074,41055.18987,52954.44662675676,1
12.28,70.8,0.083,0.033,0.13,40721.01266,47408.889583076925,1
12.09,71.3,0.083,0.051,0.096,40210.63291,49189.97666,1
11.9,71.1,0.088,0.044,0.089,39293.16456,48799.79377348314,1
11.36,72.2,0.083,0.07,0.119,38624.81013,45517.17987789916,1
10.96,73.9,0.084,0.077,0.148,38357.46835,43830.062944594596,1
10.58,75.5,0.086,0.062,0.07,37531.13924,48942.42495428571,1
10.44,76.3,0.082,0.073,0.074,37026.83544,47791.32192648649,1
10.59,76.3,0.08,0.066,0.13,36188.35443,42403.869814615384,1
10.66,75.7,0.087,0.088,0.115,35064.3038,42081.36466956522,1
10.57,75.9,0.085,0.07,0.122,34323.03797,40898.96419950819,1
10.4,76.1,0.085,0.073,0.13,33302.27848,39390.27848,1
10.27,75.9,0.085,0.095,0.137,32342.27848,38032.0084070073,1
9.89,77.6,0.083,0.051,0.126,31339.74684,37430.73096698413,1
9.64,77.9,0.083,0.051,0.096,30343.29114,38165.74947333334,1
9.64,77.7,0.084,0.055,0.126,29595.94937,35540.616036666666,1
9.46,78.0,0.086,0.081,0.141,28708.86076,33942.0522493617,1
9.0,79.7,0.085,0.048,0.119,27663.79747,33691.52856243698,1
8.81,80.4,0.089,0.037,0.096,26715.94937,34094.32437,1
9.04,80.1,0.087,0.07,0.141,26205.56962,31341.058981702125,0
9.21,78.5,0.084,0.088,0.134,25622.27848,31017.688927761195,0
9.03,77.4,0.086,0.077,0.074,25130.12658,34575.01847189189,0
8.9,77.8,0.083,0.051,0.148,24540.75949,29219.273003513514,0
8.39,80.1,0.084,0.091,0.108,24121.51899,30344.102323333333,0
8.45,80.1,0.085,0.059,0.115,23811.64557,29697.254265652173,0
8.54,78.6,0.085,0.106,0.111,23398.48101,29445.724253243243,0
8.26,79.9,0.087,0.07,0.145,23021.77215,27573.316977586208,0
8.04,80.4,0.087,0.059,0.126,21745.82278,26876.108494285712,0
7.85,81.7,0.086,0.099,0.115,21253.67089,26830.58393347826,0
7.78,81.5,0.087,0.077,0.111,20937.72152,26650.063862342344,0
7.76,80.9,0.083,0.091,0.115,21435.94937,26894.940674347825,0
7.72,81.3,0.088,0.088,0.126,21994.93671,26976.174805238097,0
7.9,80.9,0.087,0.066,0.13,21757.97468,26674.20544923077,0
7.87,80.0,0.081,0.062,0.159,21502.78481,25462.533237672957,0
7.73,80.4,0.086,0.084,0.159,21393.41772,25302.172436981135,0
7.53,81.3,0.084,0.077,0.145,21302.27848,25524.271583448277,0
7.52,81.0,0.084,0.07,0.204,21356.96203,24342.844382941177,0
7.53,80.7,0.082,0.066,0.163,21022.78481,24750.827754785278,0
7.68,79.2,0.081,0.088,0.104,21010.63291,26859.248294615383,0
7.57,78.1,0.083,0.066,0.141,20870.88608,25063.914448794327,0
7.44,77.0,0.083,0.051,0.148,20889.11392,24759.92473081081,0
7.27,77.4,0.08,0.066,0.152,20876.96203,24578.92255631579,0
7.16,78.4,0.087,0.081,0.122,20846.58228,25447.76260786885,0
6.985,79.5,0.087,0.081,0.152,20737.21519,24390.554005789472,0
6.902,79.6,0.088,0.084,0.108,20834.43038,25921.46000962963,0
6.898,79.4,0.085,0.066,0.111,20949.87342,25884.118465045045,0
6.982,77.8,0.086,0.059,0.111,20943.79747,25837.487560090092,0
6.998,77.3,0.083,0.077,0.148,21144.3038,24799.340286486487,0
7.31,76.7,0.083,0.07,0.137,21247.59494,25340.127786715326,0
7.36,75.1,0.086,0.07,0.141,21442.02532,25362.138795177307,0
7.03,76.0,0.083,0.04,0.141,21557.46835,25346.68820815603,0
6.8,78.0,0.085,0.055,0.167,21922.02532,25098.073224191616,0
6.922,76.7,0.085,0.077,0.119,22402.02532,26863.516076302523,0
6.923,72.5,0.087,0.062,0.1,23179.74684,28198.92184,0
7.05,71.9,0.085,0.084,0.115,23598.98734,28006.76994869565,0
7.02,72.9,0.084,0.066,0.134,23750.88608,27569.975632238806,0
7.1,73.4,0.086,0.051,0.134,24224.81013,28113.914607611943,0
6.894,73.7,0.083,0.081,0.093,24583.29114,30046.600817419356,0
6.438,79.3,0.085,0.051,0.119,24613.67089,28903.867528655464,0
5.973,80.6,0.089,0.066,0.141,24431.39241,27845.74560148936,0
5.967,79.9,0.085,0.07,0.119,24771.64557,28778.059855714288,0
6.344,77.0,0.086,0.051,0.1,24328.10127,29212.98127,0
6.165,78.9,0.088,0.07,0.111,24419.24051,28801.38915864865,0
5.944,81.2,0.087,0.077,0.152,24103.29114,27278.638508421052,0
5.915,81.8,0.088,0.066,0.163,23817.72152,26786.108023067485,0
5.852,81.7,0.086,0.187,0.26,24121.51899,25960.39745153846,0
6.054,81.1,0.085,0.922,0.86,24558.98734,25129.893619069768,0
5.695,82.1,0.087,3.052,2.752,25312.40506,25482.30313412791,0
5.731,83.2,0.086,6.559,6.446,25725.56962,25799.540951058018,0
5.814,83.1,0.085,13.12,11.54,26053.67089,26095.5377357539,0
5.33,81.5,0.085,51.16,24.26,26223.79747,26241.703282036277,0
5.578,78.6,0.084,75.1,25.83,27153.41772,27170.391424994195,0
6.087,75.2,0.085,98.3,26.97,27572.65823,27589.630510311457,0
6.135,74.6,0.085,123.0,29.01,28064.81013,28080.58644851086,0
5.959,75.5,0.082,148.3,30.93,29000.50633,29015.05222395409,0
6.549,73.7,0.082,174.2,32.3,29194.93671,29209.879784303408,0
6.844,71.2,0.085,200.3,33.84,29474.43038,29488.830285437354,0
7.12,69.32,0.085,227.2,34.92,29589.87342,29604.00739479954,0
7.5,66.81,0.086,252.9,36.09,29766.07595,29779.95998990025,0
8.16,65.28,0.086,277.7,37.37,30416.20253,30430.456873055926,0
8.7,62.64,0.086,300.1,38.78,31218.22785,31232.280660727178,0
8.82,65.24,0.084,322.5,40.38,31552.40506,31566.655104576523,0
9.13,64.67,0.087,344.2,42.41,31904.81013,31918.732249783072,0
9.73,63.47,0.086,365.7,44.35,31989.87342,32003.798179864712,0
10.31,63.71,0.083,384.3,45.19,32293.67089,32308.206187632222,0
10.92,62.44,0.085,401.8,45.14,32494.17722,32509.282332981835,0
11.58,59.17,0.086,419.3,44.21,32773.67089,32789.16938807736,0
12.02,59.0,0.086,433.4,45.06,32907.34177,32923.0803407945,0
12.61,60.1,0.084,447.5,45.84,32791.89873,32808.4314743281,0
13.33,61.37,0.084,459.9,46.63,32682.53165,32700.07533646794,0
14.15,62.6,0.085,468.9,47.67,33144.3038,33162.8855075729,0
14.53,61.74,0.084,479.2,48.59,33642.53165,33660.99393030458,0
14.93,59.53,0.085,483.6,49.94,33770.12658,33787.9235944173,0
15.46,57.7,0.085,488.2,51.74,33417.72152,33434.962378136835,0
15.9,57.5,0.082,492.2,52.85,33618.22785,33635.52680931883,0
16.26,57.93,0.084,494.6,53.51,33514.93671,33532.53980848627,0
16.33,59.37,0.082,495.7,53.52,33903.79747,33921.91241955157,0
16.5,59.2,0.083,494.3,55.24,33691.13924,33708.822078522804,0
16.7,59.2,0.082,494.8,58.49,33593.92405,33610.826768413404,0
17.01,57.9,0.082,473.2,59.77,33575.6962,33592.17401495734,0
17.14,57.23,0.086,480.6,59.52,33211.13924,33227.61978771505,0
17.25,57.33,0.081,470.4,62.08,33022.78481,33038.7149404768,0
17.3,57.3,0.085,463.8,61.4,33016.70886,33032.853648273616,0
17.55,56.83,0.086,452.8,63.12,32822.27848,32838.07959692015,0
17.64,55.89,0.085,441.8,64.3,32554.93671,32570.269518709178,0
17.75,56.13,0.082,429.9,65.59,32457.72152,32472.911449867355,0
17.9,55.43,0.085,411.4,66.28,32299.74684,32314.71661972239,0
18.06,54.26,0.087,392.7,70.2,32135.6962,32149.655396581195,0
18.2,53.29,0.088,372.2,81.6,32208.60759,32220.49334980392,0
18.09,53.86,0.089,358.8,106.7,31929.11392,31938.24538579194,0
18.4,53.52,0.088,327.3,144.8,31801.51899,31808.3198739779,0
18.22,52.65,0.089,265.6,161.9,32020.25316,32026.178317504633,0
18.34,52.42,0.086,295.5,236.0,31862.27848,31866.352135932204,0
17.96,50.78,0.081,212.4,208.6,31661.77215,31666.144196021094,0
17.33,51.38,0.079,183.4,195.5,31692.1519,31696.706454475705,0
17.06,52.25,0.076,217.7,245.4,31649.62025,31653.25262571312,0
17.09,52.32,0.076,191.7,220.1,31418.73418,31422.79664615175,0
16.9,52.22,0.076,177.7,208.0,31740.75949,31745.002365,0
16.85,52.78,0.074,153.9,182.3,32117.46835,32122.34680858475,0
16.58,54.96,0.076,126.4,150.3,32463.79747,32469.860256427146,0
16.29,56.19,0.077,54.02,60.8,33612.1519,33627.20675361842,1
16.07,57.29,0.075,80.8,97.1,35775.18987,35784.671335499486,1
15.9,58.32,0.077,50.62,60.16,38813.16456,38828.578256808505,1
15.71,58.66,0.075,27.97,32.23,41140.25316,41168.8460424077,1
15.62,59.16,0.079,29.67,34.37,42580.25316,42607.139374722145,1
15.15,61.53,0.083,17.81,18.68,43248.60759,43298.51013282655,1
14.47,62.46,0.09,8.26,8.61,43333.67089,43438.64141264808,1
14.21,63.53,0.091,3.239,3.356,43661.77215,43930.7713454708,1
13.91,64.66,0.087,0.875,0.905,43831.89873,44825.733647127076,1
13.8,65.03,0.088,0.154,0.189,43716.4557,48464.677922222225,1
13.44,65.56,0.088,0.055,0.152,43643.5443,49440.42851052632,1
13.19,66.46,0.083,0.051,0.126,43704.3038,50661.505387301586,1
12.81,67.96,0.073,0.04,0.145,43710.37975,49714.29423275862,1
12.47,70.1,0.081,0.062,0.108,43819.74684,51913.7005437037,1
12.51,70.4,0.071,0.077,0.096,43236.4557,52410.4557,1
12.14,71.4,0.075,0.095,0.07,43072.40506,55455.20506,1
11.95,72.4,0.069,0.055,0.082,42829.36709,53380.3426997561,1
11.86,72.8,0.076,0.055,0.108,42914.43038,50908.948898518516,1
11.51,73.6,0.088,0.062,0.119,43048.10127,50166.891185966386,1
11.26,74.2,0.085,0.062,0.093,43187.8481,52171.63304623656,1
10.98,76.2,0.074,0.059,0.137,43102.78481,49209.90889759124,1
10.91,76.8,0.077,0.048,0.1,42890.12658,51269.006579999994,1
10.68,78.5,0.074,0.048,0.119,42586.32911,49631.53919403361,1
10.85,78.6,0.077,0.055,0.104,41924.05063,50124.146783846154,1
11.0,79.7,0.088,0.077,0.108,41577.72152,49695.31411259259,1
11.53,81.7,0.086,0.059,0.119,41134.17722,49050.15200991597,1
12.17,80.6,0.092,0.051,0.13,40253.16456,47798.56456,1
11.85,78.9,0.087,0.048,0.13,39366.07595,46558.11441153846,1
11.28,79.9,0.085,0.044,0.108,39110.88608,47455.997191111106,1
10.58,81.6,0.082,0.062,0.089,38321.01266,48021.32726674157,1
10.47,83.1,0.084,0.055,0.134,37974.68354,44467.64622656716,1
10.84,82.7,0.085,0.059,0.119,37269.87342,44803.21795781513,1
10.79,80.7,0.09,0.062,0.13,36583.29114,43281.39114,1
10.43,81.7,0.087,0.059,0.126,35969.62025,42732.564694444445,1
10.08,82.9,0.088,0.066,0.134,35179.74684,41415.80654149254,1
10.0,82.7,0.085,0.07,0.122,34177.21519,40955.90371459017,1
9.81,83.2,0.085,0.07,0.167,33271.89873,38159.27597550899,1
9.75,83.4,0.085,0.066,0.141,32427.34177,38194.36304659575,1
9.46,83.6,0.084,0.062,0.145,31394.43038,36848.60969034483,1
9.09,84.6,0.085,0.033,0.145,30422.27848,35725.82330758621,1
9.11,84.8,0.088,0.033,0.156,29571.64557,34523.74813410256,1
8.96,84.9,0.082,0.07,0.145,28623.79747,33870.031952758625,1
8.91,85.6,0.084,0.062,0.119,28149.87342,34559.08350403361,1
8.85,85.5,0.086,0.044,0.178,27578.73418,31829.717326067417,1
8.86,85.6,0.086,0.059,0.115,26873.92405,33468.845789130435,0
8.88,85.7,0.083,0.051,0.159,26102.27848,30888.542630943397,0
8.78,85.5,0.082,0.073,0.134,25707.34177,31309.505949104474,0
8.7,85.5,0.084,0.059,0.13,25045.06329,30766.986366923076,0
8.57,85.8,0.085,0.073,0.126,24370.63291,30206.394814761905,0
8.52,86.1,0.088,0.051,0.193,24078.98734,27879.878531709845,0
8.39,86.7,0.085,0.073,0.126,23653.67089,29426.78993761905,0
8.41,86.8,0.084,0.081,0.126,23544.3038,29337.859355555556,0
8.46,87.0,0.088,0.084,0.163,23118.98734,27634.447462699387,0
8.31,86.6,0.085,0.077,0.171,23052.1519,27260.60804035088,0
8.13,86.7,0.083,0.059,0.171,22663.29114,26785.343771578948,0
7.88,87.4,0.083,0.066,0.148,22231.89873,26885.35818945946,0
7.91,87.5,0.081,0.095,0.134,21994.93671,27160.048650298508,0
8.01,87.4,0.083,0.081,0.13,21836.96203,27222.146645384615,0
8.22,87.6,0.086,0.062,0.134,21970.63291,27344.304551791043,0
8.38,87.0,0.087,0.059,0.152,21988.86076,26785.308128421053,0
8.43,86.8,0.089,0.059,0.171,22013.16456,26292.252279298245,0
